# FILE:  main_ispGauss_DGaO2016.py
# TIME:  Tue May 10 08:19:11 2016
# COMPUTATIONAL DOMAIN ----------------------------------------
# zMax   = 0.15
# rhoMax = 0.25
# Nz     = 600
# Nrho   = 5000
# Nphi   = 36
# LAYER PROPERTIES --------------------------------------------
# zIni   = 0.0
# zFin   = 0.1
# ma     = 20.0
# c0      = 1.0
# BEAM PARAMETERS ---------------------------------------------
# a    = 0.1
# MEASUREMENT PARAMETERS --------------------------------------
# zD   = -0.08
# dw   = 0.005
# OPTOACOUSTIC PARAMETERS -------------------------------------
# wD   = 16.0
# D    = 0.8
# SIMULATION RESULTS ------------------------------------------
# (t) 	 (c tau) 	 (p0(ctau)) 	 (p(rD,t))
0 	 -0.08 	 0 	 0
0.00025 	 -0.07975 	 0 	 0
0.0005 	 -0.0795 	 0 	 0
0.00075 	 -0.07925 	 0 	 0
0.001 	 -0.079 	 0 	 0
0.00125 	 -0.07875 	 0 	 0
0.0015 	 -0.0785 	 0 	 0
0.00175 	 -0.07825 	 0 	 0
0.002 	 -0.078 	 0 	 0
0.00225 	 -0.07775 	 0 	 0
0.0025 	 -0.0775 	 0 	 0
0.00275 	 -0.07725 	 0 	 0
0.003 	 -0.077 	 0 	 0
0.00325 	 -0.07675 	 0 	 0
0.0035 	 -0.0765 	 0 	 0
0.00375 	 -0.07625 	 0 	 0
0.004 	 -0.076 	 0 	 0
0.00425 	 -0.07575 	 0 	 0
0.0045 	 -0.0755 	 0 	 0
0.00475 	 -0.07525 	 0 	 0
0.005 	 -0.075 	 0 	 0
0.00525 	 -0.07475 	 0 	 0
0.0055 	 -0.0745 	 0 	 0
0.00575 	 -0.07425 	 0 	 0
0.006 	 -0.074 	 0 	 0
0.00625 	 -0.07375 	 0 	 0
0.0065 	 -0.0735 	 0 	 0
0.00675 	 -0.07325 	 0 	 0
0.007 	 -0.073 	 0 	 0
0.00725 	 -0.07275 	 0 	 0
0.0075 	 -0.0725 	 0 	 0
0.00775 	 -0.07225 	 0 	 0
0.008 	 -0.072 	 0 	 0
0.00825 	 -0.07175 	 0 	 0
0.0085 	 -0.0715 	 0 	 0
0.00875 	 -0.07125 	 0 	 0
0.009 	 -0.071 	 0 	 0
