# FILE:  main_diffTrafo_EX1.py
# SIMULATION PARAMETERS ---------------------------------------
# zMin  = 0.0
# zMax  = 0.3
# p0-PROFILE --------------------------------------------------
# zAMin = 0.1
# zAMax = 0.2
# N     = 300
# c0    = 1.0
# IRRADIATION SOURCE PROFILE ----------------------------------
# a0    = 0.1
# DETECTOR POSITION -------------------------------------------
# zD    = -0.01
# OPTOACOUSTIC PARAMETERS -------------------------------------
# wD    = 2.0
# D     = 0.0318309886184
# (t) (c tau) (pz)
-0.01 0.0318309886184 -0.01872909699 0.0
-0.01 0.0318309886184 -0.0177257525084 0.0
-0.01 0.0318309886184 -0.0167224080268 0.0
-0.01 0.0318309886184 -0.0157190635452 0.0
-0.01 0.0318309886184 -0.0147157190635 0.0
-0.01 0.0318309886184 -0.0137123745819 0.0
-0.01 0.0318309886184 -0.0127090301003 0.0
-0.01 0.0318309886184 -0.0117056856187 0.0
-0.01 0.0318309886184 -0.0107023411371 0.0
-0.01 0.0318309886184 -0.00969899665552 0.0
-0.01 0.0318309886184 -0.00869565217391 0.0
-0.01 0.0318309886184 -0.00769230769231 0.0
-0.01 0.0318309886184 -0.0066889632107 0.0
-0.01 0.0318309886184 -0.0056856187291 0.0
-0.01 0.0318309886184 -0.00468227424749 0.0
-0.01 0.0318309886184 -0.00367892976589 0.0
-0.01 0.0318309886184 -0.00267558528428 0.0
-0.01 0.0318309886184 -0.00167224080268 0.0
-0.01 0.0318309886184 -0.00066889632107 0.998996655518
-0.01 0.0318309886184 0.000334448160535 0.996993989318
-0.01 0.0318309886184 0.00133779264214 0.994995337817
-0.01 0.0318309886184 0.00234113712375 0.993000692966
-0.01 0.0318309886184 0.00334448160535 0.991010046733
-0.01 0.0318309886184 0.00434782608696 0.989023391103
-0.01 0.0318309886184 0.00535117056856 0.987040718076
-0.01 0.0318309886184 0.00635451505017 0.985062019667
-0.01 0.0318309886184 0.00735785953177 0.98308728791
-0.01 0.0318309886184 0.00836120401338 0.981116514852
-0.01 0.0318309886184 0.00936454849498 0.979149692557
-0.01 0.0318309886184 0.0103678929766 0.977186813105
-0.01 0.0318309886184 0.0113712374582 0.975227868592
-0.01 0.0318309886184 0.0123745819398 0.97327285113
-0.01 0.0318309886184 0.0133779264214 0.971321752847
-0.01 0.0318309886184 0.014381270903 0.969374565885
-0.01 0.0318309886184 0.0153846153846 0.967431282404
-0.01 0.0318309886184 0.0163879598662 0.965491894578
-0.01 0.0318309886184 0.0173913043478 0.963556394599
-0.01 0.0318309886184 0.0183946488294 0.961624774671
-0.01 0.0318309886184 0.019397993311 0.959697027018
-0.01 0.0318309886184 0.0204013377926 0.957773143875
-0.01 0.0318309886184 0.0214046822742 0.955853117497
-0.01 0.0318309886184 0.0224080267559 0.953936940151
-0.01 0.0318309886184 0.0234113712375 0.952024604122
-0.01 0.0318309886184 0.0244147157191 0.950116101709
-0.01 0.0318309886184 0.0254180602007 0.948211425226
-0.01 0.0318309886184 0.0264214046823 0.946310567004
-0.01 0.0318309886184 0.0274247491639 0.944413519389
-0.01 0.0318309886184 0.0284280936455 0.942520274741
-0.01 0.0318309886184 0.0294314381271 0.940630825438
-0.01 0.0318309886184 0.0304347826087 0.938745163869
-0.01 0.0318309886184 0.0314381270903 0.936863282443
-0.01 0.0318309886184 0.0324414715719 0.934985173581
-0.01 0.0318309886184 0.0334448160535 0.933110829721
-0.01 0.0318309886184 0.0344481605351 0.931240243314
-0.01 0.0318309886184 0.0354515050167 0.929373406829
-0.01 0.0318309886184 0.0364548494983 0.927510312748
-0.01 0.0318309886184 0.0374581939799 0.925650953568
-0.01 0.0318309886184 0.0384615384615 0.923795321803
-0.01 0.0318309886184 0.0394648829431 0.92194340998
-0.01 0.0318309886184 0.0404682274247 0.920095210642
-0.01 0.0318309886184 0.0414715719064 0.918250716347
-0.01 0.0318309886184 0.042474916388 0.916409919666
-0.01 0.0318309886184 0.0434782608696 0.914572813188
-0.01 0.0318309886184 0.0444816053512 0.912739389516
-0.01 0.0318309886184 0.0454849498328 0.910909641265
-0.01 0.0318309886184 0.0464882943144 0.909083561068
-0.01 0.0318309886184 0.047491638796 0.907261141572
-0.01 0.0318309886184 0.0484949832776 0.905442375438
-0.01 0.0318309886184 0.0494983277592 0.903627255343
-0.01 0.0318309886184 0.0505016722408 0.901815773977
-0.01 0.0318309886184 0.0515050167224 0.900007924047
-0.01 0.0318309886184 0.052508361204 0.898203698271
-0.01 0.0318309886184 0.0535117056856 0.896403089384
-0.01 0.0318309886184 0.0545150501672 0.894606090137
-0.01 0.0318309886184 0.0555183946488 0.892812693293
-0.01 0.0318309886184 0.0565217391304 0.89102289163
-0.01 0.0318309886184 0.057525083612 0.889236677941
-0.01 0.0318309886184 0.0585284280936 0.887454045033
-0.01 0.0318309886184 0.0595317725753 0.885674985729
-0.01 0.0318309886184 0.0605351170569 0.883899492863
-0.01 0.0318309886184 0.0615384615385 0.882127559287
-0.01 0.0318309886184 0.0625418060201 0.880359177866
-0.01 0.0318309886184 0.0635451505017 0.878594341478
-0.01 0.0318309886184 0.0645484949833 0.876833043016
-0.01 0.0318309886184 0.0655518394649 0.875075275389
-0.01 0.0318309886184 0.0665551839465 0.873321031518
-0.01 0.0318309886184 0.0675585284281 0.87157030434
-0.01 0.0318309886184 0.0685618729097 0.869823086803
-0.01 0.0318309886184 0.0695652173913 0.868079371873
-0.01 0.0318309886184 0.0705685618729 0.866339152529
-0.01 0.0318309886184 0.0715719063545 0.864602421762
-0.01 0.0318309886184 0.0725752508361 0.862869172579
-0.01 0.0318309886184 0.0735785953177 0.861139398
-0.01 0.0318309886184 0.0745819397993 0.859413091061
-0.01 0.0318309886184 0.0755852842809 0.857690244809
-0.01 0.0318309886184 0.0765886287625 0.855970852308
-0.01 0.0318309886184 0.0775919732441 0.854254906633
-0.01 0.0318309886184 0.0785953177258 0.852542400874
-0.01 0.0318309886184 0.0795986622074 0.850833328136
-0.01 0.0318309886184 0.080602006689 0.849127681537
-0.01 0.0318309886184 0.0816053511706 0.847425454209
-0.01 0.0318309886184 0.0826086956522 0.845726639296
-0.01 0.0318309886184 0.0836120401338 0.844031229958
-0.01 0.0318309886184 0.0846153846154 0.842339219368
-0.01 0.0318309886184 0.085618729097 0.840650600713
-0.01 0.0318309886184 0.0866220735786 0.838965367192
-0.01 0.0318309886184 0.0876254180602 0.837283512021
-0.01 0.0318309886184 0.0886287625418 0.835605028425
-0.01 0.0318309886184 0.0896321070234 0.833929909647
-0.01 0.0318309886184 0.090635451505 0.832258148941
-0.01 0.0318309886184 0.0916387959866 0.830589739574
-0.01 0.0318309886184 0.0926421404682 0.82892467483
-0.01 0.0318309886184 0.0936454849498 0.827262948002
-0.01 0.0318309886184 0.0946488294314 0.8256045524
-0.01 0.0318309886184 0.095652173913 0.823949481345
-0.01 0.0318309886184 0.0966555183946 0.822297728173
-0.01 0.0318309886184 0.0976588628763 0.820649286232
-0.01 0.0318309886184 0.0986622073579 0.819004148885
-0.01 0.0318309886184 0.0996655518395 -0.181634346012
-0.01 0.0318309886184 0.100668896321 -0.181270227832
-0.01 0.0318309886184 0.101672240803 -0.180906839592
-0.01 0.0318309886184 0.102675585284 -0.180544179828
-0.01 0.0318309886184 0.103678929766 -0.18018224708
-0.01 0.0318309886184 0.104682274247 -0.17982103989
-0.01 0.0318309886184 0.105685618729 -0.179460556803
-0.01 0.0318309886184 0.106688963211 -0.179100796369
-0.01 0.0318309886184 0.107692307692 -0.178741757138
-0.01 0.0318309886184 0.108695652174 -0.178383437665
-0.01 0.0318309886184 0.109698996656 -0.178025836506
-0.01 0.0318309886184 0.110702341137 -0.177668952223
-0.01 0.0318309886184 0.111705685619 -0.177312783377
-0.01 0.0318309886184 0.1127090301 -0.176957328534
-0.01 0.0318309886184 0.113712374582 -0.176602586264
-0.01 0.0318309886184 0.114715719064 -0.176248555137
-0.01 0.0318309886184 0.115719063545 -0.175895233728
-0.01 0.0318309886184 0.116722408027 -0.175542620615
-0.01 0.0318309886184 0.117725752508 -0.175190714377
-0.01 0.0318309886184 0.11872909699 -0.174839513597
-0.01 0.0318309886184 0.119732441472 -0.174489016861
-0.01 0.0318309886184 0.120735785953 -0.174139222758
-0.01 0.0318309886184 0.121739130435 -0.17379012988
-0.01 0.0318309886184 0.122742474916 -0.173441736819
-0.01 0.0318309886184 0.123745819398 -0.173094042174
-0.01 0.0318309886184 0.12474916388 -0.172747044545
-0.01 0.0318309886184 0.125752508361 -0.172400742534
-0.01 0.0318309886184 0.126755852843 -0.172055134746
-0.01 0.0318309886184 0.127759197324 -0.17171021979
-0.01 0.0318309886184 0.128762541806 -0.171365996278
-0.01 0.0318309886184 0.129765886288 -0.171022462822
-0.01 0.0318309886184 0.130769230769 -0.17067961804
-0.01 0.0318309886184 0.131772575251 -0.170337460551
-0.01 0.0318309886184 0.132775919732 -0.169995988977
-0.01 0.0318309886184 0.133779264214 -0.169655201943
-0.01 0.0318309886184 0.134782608696 -0.169315098077
-0.01 0.0318309886184 0.135785953177 -0.16897567601
-0.01 0.0318309886184 0.136789297659 -0.168636934374
-0.01 0.0318309886184 0.13779264214 -0.168298871806
-0.01 0.0318309886184 0.138795986622 -0.167961486943
-0.01 0.0318309886184 0.139799331104 -0.167624778429
-0.01 0.0318309886184 0.140802675585 -0.167288744906
-0.01 0.0318309886184 0.141806020067 -0.166953385022
-0.01 0.0318309886184 0.142809364548 -0.166618697426
-0.01 0.0318309886184 0.14381270903 -0.166284680771
-0.01 0.0318309886184 0.144816053512 -0.165951333711
-0.01 0.0318309886184 0.145819397993 -0.165618654905
-0.01 0.0318309886184 0.146822742475 -0.165286643011
-0.01 0.0318309886184 0.147826086957 -0.164955296695
-0.01 0.0318309886184 0.148829431438 -0.16462461462
-0.01 0.0318309886184 0.14983277592 -0.164294595457
-0.01 0.0318309886184 0.150836120401 -0.163965237875
-0.01 0.0318309886184 0.151839464883 -0.163636540549
-0.01 0.0318309886184 0.152842809365 -0.163308502154
-0.01 0.0318309886184 0.153846153846 -0.162981121371
-0.01 0.0318309886184 0.154849498328 -0.162654396881
-0.01 0.0318309886184 0.155852842809 -0.162328327367
-0.01 0.0318309886184 0.156856187291 -0.162002911517
-0.01 0.0318309886184 0.157859531773 -0.161678148022
-0.01 0.0318309886184 0.158862876254 -0.161354035572
-0.01 0.0318309886184 0.159866220736 -0.161030572862
-0.01 0.0318309886184 0.160869565217 -0.160707758591
-0.01 0.0318309886184 0.161872909699 -0.160385591458
-0.01 0.0318309886184 0.162876254181 -0.160064070167
-0.01 0.0318309886184 0.163879598662 -0.159743193421
-0.01 0.0318309886184 0.164882943144 -0.15942295993
-0.01 0.0318309886184 0.165886287625 -0.159103368404
-0.01 0.0318309886184 0.166889632107 -0.158784417555
-0.01 0.0318309886184 0.167892976589 -0.158466106099
-0.01 0.0318309886184 0.16889632107 -0.158148432756
-0.01 0.0318309886184 0.169899665552 -0.157831396244
-0.01 0.0318309886184 0.170903010033 -0.157514995289
-0.01 0.0318309886184 0.171906354515 -0.157199228615
-0.01 0.0318309886184 0.172909698997 -0.156884094951
-0.01 0.0318309886184 0.173913043478 -0.156569593029
-0.01 0.0318309886184 0.17491638796 -0.156255721581
-0.01 0.0318309886184 0.175919732441 -0.155942479344
-0.01 0.0318309886184 0.176923076923 -0.155629865056
-0.01 0.0318309886184 0.177926421405 -0.15531787746
-0.01 0.0318309886184 0.178929765886 -0.155006515297
-0.01 0.0318309886184 0.179933110368 -0.154695777315
-0.01 0.0318309886184 0.180936454849 -0.154385662262
-0.01 0.0318309886184 0.181939799331 -0.15407616889
-0.01 0.0318309886184 0.182943143813 -0.153767295952
-0.01 0.0318309886184 0.183946488294 -0.153459042205
-0.01 0.0318309886184 0.184949832776 -0.153151406406
-0.01 0.0318309886184 0.185953177258 -0.152844387318
-0.01 0.0318309886184 0.186956521739 -0.152537983704
-0.01 0.0318309886184 0.187959866221 -0.152232194331
-0.01 0.0318309886184 0.188963210702 -0.151927017966
-0.01 0.0318309886184 0.189966555184 -0.151622453381
-0.01 0.0318309886184 0.190969899666 -0.15131849935
-0.01 0.0318309886184 0.191973244147 -0.151015154648
-0.01 0.0318309886184 0.192976588629 -0.150712418055
-0.01 0.0318309886184 0.19397993311 -0.150410288351
-0.01 0.0318309886184 0.194983277592 -0.150108764319
-0.01 0.0318309886184 0.195986622074 -0.149807844745
-0.01 0.0318309886184 0.196989966555 -0.149507528418
-0.01 0.0318309886184 0.197993311037 -0.149207814128
-0.01 0.0318309886184 0.198996655518 -0.148908700668
-0.01 0.0318309886184 0.2 -0.148610186834

# DETECTOR POSITION -------------------------------------------
# zD    = -0.0302040816327
# OPTOACOUSTIC PARAMETERS -------------------------------------
# wD    = 6.04081632653
# D     = 0.0961425778678
# (t) (c tau) (pz)
-0.0302040816327 0.0961425778678 -0.1 0.0
-0.0302040816327 0.0961425778678 -0.0989966555184 0.0
-0.0302040816327 0.0961425778678 -0.0979933110368 0.0
-0.0302040816327 0.0961425778678 -0.0969899665552 0.0
-0.0302040816327 0.0961425778678 -0.0959866220736 0.0
-0.0302040816327 0.0961425778678 -0.094983277592 0.0
-0.0302040816327 0.0961425778678 -0.0939799331104 0.0
-0.0302040816327 0.0961425778678 -0.0929765886288 0.0
-0.0302040816327 0.0961425778678 -0.0919732441472 0.0
-0.0302040816327 0.0961425778678 -0.0909698996656 0.0
-0.0302040816327 0.0961425778678 -0.0899665551839 0.0
-0.0302040816327 0.0961425778678 -0.0889632107023 0.0
-0.0302040816327 0.0961425778678 -0.0879598662207 0.0
-0.0302040816327 0.0961425778678 -0.0869565217391 0.0
-0.0302040816327 0.0961425778678 -0.0859531772575 0.0
-0.0302040816327 0.0961425778678 -0.0849498327759 0.0
-0.0302040816327 0.0961425778678 -0.0839464882943 0.0
-0.0302040816327 0.0961425778678 -0.0829431438127 0.0
-0.0302040816327 0.0961425778678 -0.0819397993311 0.0
-0.0302040816327 0.0961425778678 -0.0809364548495 0.0
-0.0302040816327 0.0961425778678 -0.0799331103679 0.0
-0.0302040816327 0.0961425778678 -0.0789297658863 0.0
-0.0302040816327 0.0961425778678 -0.0779264214047 0.0
-0.0302040816327 0.0961425778678 -0.0769230769231 0.0
-0.0302040816327 0.0961425778678 -0.0759197324415 0.0
-0.0302040816327 0.0961425778678 -0.0749163879599 0.0
-0.0302040816327 0.0961425778678 -0.0739130434783 0.0
-0.0302040816327 0.0961425778678 -0.0729096989967 0.0
-0.0302040816327 0.0961425778678 -0.0719063545151 0.0
-0.0302040816327 0.0961425778678 -0.0709030100334 0.0
-0.0302040816327 0.0961425778678 -0.0698996655518 0.0
-0.0302040816327 0.0961425778678 -0.0688963210702 0.0
-0.0302040816327 0.0961425778678 -0.0678929765886 0.0
-0.0302040816327 0.0961425778678 -0.066889632107 0.0
-0.0302040816327 0.0961425778678 -0.0658862876254 0.0
-0.0302040816327 0.0961425778678 -0.0648829431438 0.0
-0.0302040816327 0.0961425778678 -0.0638795986622 0.0
-0.0302040816327 0.0961425778678 -0.0628762541806 0.0
-0.0302040816327 0.0961425778678 -0.061872909699 0.0
-0.0302040816327 0.0961425778678 -0.0608695652174 0.0
-0.0302040816327 0.0961425778678 -0.0598662207358 0.0
-0.0302040816327 0.0961425778678 -0.0588628762542 0.0
-0.0302040816327 0.0961425778678 -0.0578595317726 0.0
-0.0302040816327 0.0961425778678 -0.056856187291 0.0
-0.0302040816327 0.0961425778678 -0.0558528428094 0.0
-0.0302040816327 0.0961425778678 -0.0548494983278 0.0
-0.0302040816327 0.0961425778678 -0.0538461538462 0.0
-0.0302040816327 0.0961425778678 -0.0528428093645 0.0
-0.0302040816327 0.0961425778678 -0.0518394648829 0.0
-0.0302040816327 0.0961425778678 -0.0508361204013 0.0
-0.0302040816327 0.0961425778678 -0.0498327759197 0.0
-0.0302040816327 0.0961425778678 -0.0488294314381 0.0
-0.0302040816327 0.0961425778678 -0.0478260869565 0.0
-0.0302040816327 0.0961425778678 -0.0468227424749 0.0
-0.0302040816327 0.0961425778678 -0.0458193979933 0.0
-0.0302040816327 0.0961425778678 -0.0448160535117 0.0
-0.0302040816327 0.0961425778678 -0.0438127090301 0.0
-0.0302040816327 0.0961425778678 -0.0428093645485 0.0
-0.0302040816327 0.0961425778678 -0.0418060200669 0.0
-0.0302040816327 0.0961425778678 -0.0408026755853 0.0
-0.0302040816327 0.0961425778678 -0.0397993311037 0.0
-0.0302040816327 0.0961425778678 -0.0387959866221 0.0
-0.0302040816327 0.0961425778678 -0.0377926421405 0.0
-0.0302040816327 0.0961425778678 -0.0367892976589 0.0
-0.0302040816327 0.0961425778678 -0.0357859531773 0.0
-0.0302040816327 0.0961425778678 -0.0347826086957 0.0
-0.0302040816327 0.0961425778678 -0.033779264214 0.0
-0.0302040816327 0.0961425778678 -0.0327759197324 0.0
-0.0302040816327 0.0961425778678 -0.0317725752508 0.0
-0.0302040816327 0.0961425778678 -0.0307692307692 0.0
-0.0302040816327 0.0961425778678 -0.0297658862876 0.0
-0.0302040816327 0.0961425778678 -0.028762541806 0.0
-0.0302040816327 0.0961425778678 -0.0277591973244 0.0
-0.0302040816327 0.0961425778678 -0.0267558528428 0.0
-0.0302040816327 0.0961425778678 -0.0257525083612 0.0
-0.0302040816327 0.0961425778678 -0.0247491638796 0.0
-0.0302040816327 0.0961425778678 -0.023745819398 0.0
-0.0302040816327 0.0961425778678 -0.0227424749164 0.0
-0.0302040816327 0.0961425778678 -0.0217391304348 0.0
-0.0302040816327 0.0961425778678 -0.0207357859532 0.0
-0.0302040816327 0.0961425778678 -0.0197324414716 0.0
-0.0302040816327 0.0961425778678 -0.01872909699 0.0
-0.0302040816327 0.0961425778678 -0.0177257525084 0.0
-0.0302040816327 0.0961425778678 -0.0167224080268 0.0
-0.0302040816327 0.0961425778678 -0.0157190635452 0.0
-0.0302040816327 0.0961425778678 -0.0147157190635 0.0
-0.0302040816327 0.0961425778678 -0.0137123745819 0.0
-0.0302040816327 0.0961425778678 -0.0127090301003 0.0
-0.0302040816327 0.0961425778678 -0.0117056856187 0.0
-0.0302040816327 0.0961425778678 -0.0107023411371 0.0
-0.0302040816327 0.0961425778678 -0.00969899665552 0.0
-0.0302040816327 0.0961425778678 -0.00869565217391 0.0
-0.0302040816327 0.0961425778678 -0.00769230769231 0.0
-0.0302040816327 0.0961425778678 -0.0066889632107 0.0
-0.0302040816327 0.0961425778678 -0.0056856187291 0.0
-0.0302040816327 0.0961425778678 -0.00468227424749 0.0
-0.0302040816327 0.0961425778678 -0.00367892976589 0.0
-0.0302040816327 0.0961425778678 -0.00267558528428 0.0
-0.0302040816327 0.0961425778678 -0.00167224080268 0.0
-0.0302040816327 0.0961425778678 -0.00066889632107 0.996969490137
-0.0302040816327 0.0961425778678 0.000334448160535 0.990945095268
-0.0302040816327 0.0961425778678 0.00133779264214 0.984957103941
-0.0302040816327 0.0961425778678 0.00234113712375 0.979005296183
-0.0302040816327 0.0961425778678 0.00334448160535 0.973089453347
-0.0302040816327 0.0961425778678 0.00434782608696 0.967209358108
-0.0302040816327 0.0961425778678 0.00535117056856 0.961364794455
-0.0302040816327 0.0961425778678 0.00635451505017 0.955555547682
-0.0302040816327 0.0961425778678 0.00735785953177 0.949781404378
-0.0302040816327 0.0961425778678 0.00836120401338 0.944042152426
-0.0302040816327 0.0961425778678 0.00936454849498 0.938337580987
-0.0302040816327 0.0961425778678 0.0103678929766 0.932667480498
-0.0302040816327 0.0961425778678 0.0113712374582 0.927031642662
-0.0302040816327 0.0961425778678 0.0123745819398 0.92142986044
-0.0302040816327 0.0961425778678 0.0133779264214 0.915861928044
-0.0302040816327 0.0961425778678 0.014381270903 0.910327640932
-0.0302040816327 0.0961425778678 0.0153846153846 0.904826795794
-0.0302040816327 0.0961425778678 0.0163879598662 0.899359190551
-0.0302040816327 0.0961425778678 0.0173913043478 0.893924624346
-0.0302040816327 0.0961425778678 0.0183946488294 0.888522897532
-0.0302040816327 0.0961425778678 0.019397993311 0.883153811673
-0.0302040816327 0.0961425778678 0.0204013377926 0.877817169529
-0.0302040816327 0.0961425778678 0.0214046822742 0.872512775052
-0.0302040816327 0.0961425778678 0.0224080267559 0.867240433381
-0.0302040816327 0.0961425778678 0.0234113712375 0.86199995083
-0.0302040816327 0.0961425778678 0.0244147157191 0.856791134883
-0.0302040816327 0.0961425778678 0.0254180602007 0.851613794191
-0.0302040816327 0.0961425778678 0.0264214046823 0.846467738557
-0.0302040816327 0.0961425778678 0.0274247491639 0.841352778936
-0.0302040816327 0.0961425778678 0.0284280936455 0.836268727424
-0.0302040816327 0.0961425778678 0.0294314381271 0.831215397253
-0.0302040816327 0.0961425778678 0.0304347826087 0.826192602784
-0.0302040816327 0.0961425778678 0.0314381270903 0.821200159499
-0.0302040816327 0.0961425778678 0.0324414715719 0.816237883995
-0.0302040816327 0.0961425778678 0.0334448160535 0.811305593977
-0.0302040816327 0.0961425778678 0.0344481605351 0.806403108253
-0.0302040816327 0.0961425778678 0.0354515050167 0.801530246725
-0.0302040816327 0.0961425778678 0.0364548494983 0.796686830382
-0.0302040816327 0.0961425778678 0.0374581939799 0.791872681297
-0.0302040816327 0.0961425778678 0.0384615384615 0.787087622617
-0.0302040816327 0.0961425778678 0.0394648829431 0.782331478558
-0.0302040816327 0.0961425778678 0.0404682274247 0.777604074396
-0.0302040816327 0.0961425778678 0.0414715719064 0.772905236467
-0.0302040816327 0.0961425778678 0.042474916388 0.768234792154
-0.0302040816327 0.0961425778678 0.0434782608696 0.763592569881
-0.0302040816327 0.0961425778678 0.0444816053512 0.758978399114
-0.0302040816327 0.0961425778678 0.0454849498328 0.754392110344
-0.0302040816327 0.0961425778678 0.0464882943144 0.74983353509
-0.0302040816327 0.0961425778678 0.047491638796 0.745302505888
-0.0302040816327 0.0961425778678 0.0484949832776 0.740798856285
-0.0302040816327 0.0961425778678 0.0494983277592 0.736322420835
-0.0302040816327 0.0961425778678 0.0505016722408 0.731873035092
-0.0302040816327 0.0961425778678 0.0515050167224 0.727450535602
-0.0302040816327 0.0961425778678 0.052508361204 0.7230547599
-0.0302040816327 0.0961425778678 0.0535117056856 0.718685546503
-0.0302040816327 0.0961425778678 0.0545150501672 0.714342734902
-0.0302040816327 0.0961425778678 0.0555183946488 0.710026165561
-0.0302040816327 0.0961425778678 0.0565217391304 0.705735679904
-0.0302040816327 0.0961425778678 0.057525083612 0.701471120318
-0.0302040816327 0.0961425778678 0.0585284280936 0.697232330138
-0.0302040816327 0.0961425778678 0.0595317725753 0.693019153647
-0.0302040816327 0.0961425778678 0.0605351170569 0.688831436072
-0.0302040816327 0.0961425778678 0.0615384615385 0.68466902357
-0.0302040816327 0.0961425778678 0.0625418060201 0.680531763231
-0.0302040816327 0.0961425778678 0.0635451505017 0.67641950307
-0.0302040816327 0.0961425778678 0.0645484949833 0.672332092016
-0.0302040816327 0.0961425778678 0.0655518394649 0.668269379916
-0.0302040816327 0.0961425778678 0.0665551839465 0.664231217521
-0.0302040816327 0.0961425778678 0.0675585284281 0.660217456484
-0.0302040816327 0.0961425778678 0.0685618729097 0.656227949356
